upc,descrip,price,q,sales,volsales,Nal
8912183002,ARIEL NA CHARDONNAY,3.4988217,1690.140902,5907.500162,600000,0
8912184002,ARIEL NA WHITE ZINF,2.9242632,4472.53533,13050.73035,1587750,1
7774047999,SANTA CLAUSS XMAS B,1.6092622,60.47988796,83.63999939,21470.36047,0
7289000059,AMSTEL BIER,0.99866527,65.97805929,65.88999748,23422.21191,0
7289010011,AMSTEL LIGHT BEER NR,1.0468975,309539.0711,317459.7836,109886372.1,1
7289010016,AMSTEL LIGHT BEER NR,1.0074937,194527.3146,185842.4678,69057198.03,0
948700005,AMSTEL LIGHT BIER,1.1059232,1632.057315,1804.930014,579380.3506,1
7278300200,ANCHOR PORTER,1.2435384,647.7845826,804.9199753,229963.5352,0
7278300300,ANCHOR STEAM ALE NR,,1139.621031,1351.099944,404565.4785,1
7278300100,ANCHOR STEAM BEER NR,1.139625,11048.32611,12503.35971,3922155.854,1
8912185002,ARIEL CABERNET SAUVI,3.5877209,5575.352259,19973.65039,1979250,0
8912181002,ARIEL WHITE NON ALCH,2.3535962,1170.42256,2764.76006,415500,1
3876636120,ASAHI BEER,1.0546736,1481.507336,1558.029951,525935.1221,1
3876630214,ASAHI SUPER DRY BIG,1.2072351,-,458.6899796,134784.1836,0
5230000243,AUGSBURGER BOCK,0.61431485,53880.08345,31915.82884,19127430,0
5230000215,AUGSBURGER BOCK BEER,0.6136933,5986.009472,3610.399911,2125033.41,1
5230000226,AUGSBURGER BOCK BEER,0.52072865,17.99401617,9.369999647,6387.875977,0
5230000207,AUGSBURGER DARK BEER,0.58640701,65.97805929,38.68999791,23422.21191,0
5230000214,AUGSBURGER DARK BEER,0.59949893,36251.94533,20875.85983,12869440.82,1
5230000242,AUGSBURGER DARK BEER,0.61988938,207590.9715,123070.7861,73694796.04,1
8417325130,AUGSBURGER DARK BEER,0.60277337,28634.47833,16397.05959,10165240,1
5230000240,AUGSBURGER GOLDEN,0.62611324,487343.9512,288264.1617,173007104,0
5230000218,AUGSBURGER GOLDEN NR,0.66605473,47.98404312,31.95999908,17034.33594,1
5230000289,AUGSBURGER GOLDEN NR,1.013064,5.498171926,5.570000052,1951.851013,0
5230000211,AUGSBURGER LIGHT BEE,0.58506262,2597.13637,1464.369994,921983.4326,0
8417327130,AUGSBURGER LIGHT BEE,0.58951002,19541.50188,10956.71975,6937233.32,0
5230000349,AUGSBURGER OKTOBERFE,0.66908205,3796.737509,2506.889927,1347841.832,1
5230000201,AUGSBURGER REG BEER,0.56852227,59.9800539,34.09999919,21292.91992,0
5230000208,AUGSBURGER REG BEER,0.61087775,186801.8857,107774.7198,66314669.96,1
8417324130,AUGSBURGER REG BEER,0.6127066,75286.96594,44153.86891,26726873.18,0
9893110006,BADERBRAU BEER NR BT,0.95738101,189213.0823,172548.8594,67170645.27,0
9893110007,BADERBRAU BOCK,0.96684515,11702.10866,11015.32979,4154248.682,1
9893110017,BADERBRAU BOCK,0.97365701,11.99601078,11.67999983,4258.583984,0
2124260003,BALLARD BITTER N.R.,1.0820264,1121.627013,1213.629978,398177.6025,1
8382007331,BASS ALE KING SIZE B,1.3754396,24430.20857,31925.03943,8672724.219,0
8382007531,BASS ALE NR BTL,1.1224102,5434.192961,5985.429989,1929138.545,1
8382007131,BASS ALE NR BTLS,1.1785576,254303.4378,290537.1668,90277722.03,0
8248812400,BECKS DARK,1.0588136,4810.400419,4748.990028,1707692.188,0
8248812650,BECK'S DARK BEER BAM,1.1206607,12618.55469,13875.09009,4479586.922,1
8248812356,BECK'S DARK BEER NR',0.96377647,353594.4212,325117.8748,125526021.8,0
8248812500,BECK'S LIGHT NR BTLS,0.89697486,3790.739442,3365.579942,1345712.541,1
8248812830,BECK'S LIGHT NR BTLS,0.94228923,152019.4494,137658.9072,53966905.62,1
8248812910,BECK'S OKTOBERFEST B,1.0311761,34248.61156,33554.2196,12158257.27,0
8248812920,BECK'S OKTOBERFEST B,1.1653874,29.99002695,34.94999886,10646.45996,0
8248812300,BECK'S REG BEER NR B,0.95763379,506363.626,461657.734,179759088.9,0
8248812345,BECK'S REG BEER NR B,0.97683167,1383368.013,1261322.176,491095647.4,0
8248800009,BECKS REGULAR BEER,1.0895649,85557.95114,91658.49025,30373072.64,0
294,BEER LIMIT,0.26994327,9284.912571,2463.669953,3296144.016,0
9067200001,BEER OF AMERICA SAMP,1.6495483,69.97673512,112.9300098,24841.74048,0
79067200001,BEER OF AMERICA SAMP,1.4956673,10796.41017,15382.20018,3832725.608,0
71969380011,BEERS OF THE WORLD G,1.26148,5358.218152,6706.300236,1902167.459,0
4052210016,BELLS PALE ALE,1.0820264,5.99800539,6.489999771,2129.291992,1
8417332130,BERGHOFF BOCK BEER N,0.72966951,16650.46321,11997.8997,5910914.584,0
8417331130,BERGHOFF DARK BEER N,0.65442181,275764.3027,165660.4378,97896328.83,1
8417324132,BERGHOFF OCTOBERFEST,0.7614032,4240.589906,3198.429905,1505409.444,1
8417323130,BERGHOFF RED BEER,0.76210505,33858.74115,23968.84942,12019853.31,1
8417330130,BERGHOFF REGULAR BEE,0.65708512,596453.671,354465.3472,211741054.8,1
2210000230,BIG BEAR MALT LIQUOR,0.42218581,3742.088854,1583.749964,1328441.552,1
9781644444,BIG SHOULDERS BEER,1.0820264,143.9521294,155.7599945,51103.00781,0
8739699916,BLACK DOG ALE,0.91512364,6279.911721,5642.519862,2229368.718,1
8739699938,BLACK DOG HONEY RASP,0.92886299,1979.341799,,702666.3584,1
8739699922,BLACK DOG PALE ALE,1.1259357,775.242237,870.3699946,275210.9947,0
2124260002,BLACKHOOK PORTER N.R,1.0820264,1529.491378,1654.949957,542969.458,1
7199009561,BLUE MOON ABBEY ALE,0.99866527,29.99002695,29.94999886,10646.45996,0
7199009511,BLUE MOON BELGIAN WH,1.0293378,2531.158297,2558.769911,898561.2207,1
7199009532,BLUE MOON HARVEST PU,1.0641739,1145.619043,1215.549965,406694.7705,1
7199009501,BLUE MOON HONEY BLON,1.0122567,1499.501353,1512.999945,532322.998,1
7199009521,BLUE MOON NUT BROWN,1.009241,1133.623024,1136.609959,402436.1865,1
7199009541,BLUE MOON RASPBERRY,1.0354395,4306.567894,4449.299843,1528831.65,1
78146839357,BLUE RIDGE AMBER LAG,1.1495091,131.9561186,151.779995,46844.42383,1
78146840193,BLUE RIDGE GOLDEN AL,1.1601774,233.9222102,271.6099911,83042.3877,1
78146821155,BLUE RIDGE-WHEAT,1.1468627,125.9581132,144.7899952,44715.13184,0
8982670001,BOHEMIA N.R. BOTTLES,1.0390027,6783.744155,6913.189847,2408229.241,1
5093961207,BOULDER AMBER,0.89171052,2789.072528,2448.749925,990120.7764,0
5093961206,BOULDER BROWN ALE,0.87849545,1397.535264,1213.169959,496125.0342,1
5093961201,BOULDER PALE ALE,0.90274745,2939.022663,2617.589918,1043353.076,1
7289000030,BUCKLER NON ALCOHOLI,0.86740398,11888.04688,10122.09976,4220256.732,1
1820087167,BUD ICE,0.48191705,127493.6044,60892.34986,45260230.63,1
1820000489,"BUDWEISER ""ICE"" DRAF",0.66428822,8163.285427,5421.929704,2897966.402,0
